genero,renda,dias_na_plataforma,cidade,compras_realizadas
F,70442,12.0,New York City,0
F,25884,2.0,London,0
M,29452,16.0,London,2
M,201816,58.0,New York City,2
F,97724,59.0,Miami,1
F,51767,0.0,Tokyo,2
M,139840,34.0,Tokyo,1
F,10857,49.0,London,1
M,108497,45.0,Tokyo,1
F,17995,43.0,Tokyo,0
M,117797,5.0,New York City,1
M,99730,9.0,Miami,0
M,54766,11.0,San Francisco,0
M,5520,33.0,New York City,5
M,83831,19.0,San Francisco,1
M,4711,1.0,San Francisco,1
F,18362,40.0,Miami,0
M,40063,36.0,London,0
F,68229,26.0,Tokyo,1
F,83739,36.0,San Francisco,3
M,7014,16.0,London,1
M,58462,13.0,Miami,0
F,64023,11.0,New York City,2
M,31813,21.0,New York City,0
F,107467,33.0,New York City,1
F,83317,0.0,Miami,1
M,84397,30.0,Miami,2
M,16070,29.0,New York City,0
M,95004,60.0,New York City,0
F,35970,9.0,New York City,1
M,61926,26.0,Tokyo,0
F,36099,31.0,Miami,1
F,78297,3.0,San Francisco,1
M,176315,11.0,London,1
M,59920,22.0,New York City,3
F,10232,16.0,Tokyo,4
F,68274,45.0,Miami,2
F,33734,8.0,San Francisco,0
F,63938,53.0,New York City,0
M,40210,5.0,Miami,1
M,67779,11.0,London,0
F,23697,14.0,San Francisco,0
M,103622,28.0,Miami,3
F,4051,27.0,Tokyo,0
F,5077,1.0,New York City,0
M,2453,15.0,New York City,1
F,105651,51.0,New York City,1
F,46511,2.0,Miami,1
F,117823,17.0,San Francisco,1
F,136123,2.0,New York City,1
M,156201,38.0,Miami,1
M,163850,15.0,London,4
M,14860,3.0,Tokyo,1
M,140010,16.0,Tokyo,0
F,3795,22.0,Miami,3
M,189009,42.0,Miami,1
M,10854,54.0,New York City,2
M,42807,33.0,Tokyo,0
M,9070,38.0,London,0
F,62930,32.0,Miami,1
F,129167,29.0,San Francisco,1
M,101825,57.0,London,2
M,71740,16.0,San Francisco,3
M,73566,0.0,New York City,1
F,34963,8.0,Miami,3
F,74234,2.0,New York City,5
F,46244,45.0,Tokyo,0
F,93658,32.0,Miami,1
F,17396,42.0,Tokyo,1
F,55116,8.0,London,0
M,39605,47.0,London,0
F,88421,37.0,Miami,2
M,38306,27.0,Tokyo,0
F,70477,12.0,Tokyo,0
F,190862,1.0,Tokyo,2
F,92600,18.0,Tokyo,1
M,175087,27.0,Tokyo,2
F,149130,44.0,London,1
M,35424,16.0,Tokyo,0
M,40840,53.0,Miami,5
F,29480,2.0,Tokyo,0
M,86484,21.0,Tokyo,1
F,221969,9.0,Tokyo,0
M,84950,9.0,San Francisco,0
F,91886,5.0,London,2
F,26109,13.0,San Francisco,0
M,41691,23.0,San Francisco,0
F,37788,45.0,Tokyo,0
F,33107,42.0,New York City,5
M,72876,9.0,Tokyo,2
F,107672,9.0,London,2
M,124815,2.0,London,0
M,144161,2.0,Miami,2
M,61025,8.0,Tokyo,1
M,65389,3.0,New York City,0
F,5961,51.0,London,1
M,34311,0.0,San Francisco,0
M,129934,2.0,San Francisco,0
F,39435,28.0,Miami,1
F,28931,26.0,New York City,2
F,73575,45.0,New York City,0
F,127385,26.0,Miami,0
M,100081,13.0,San Francisco,0
M,64045,11.0,New York City,1
M,43994,9.0,London,2
M,73818,25.0,Tokyo,0
F,134522,27.0,Tokyo,0
M,75875,31.0,San Francisco,0
M,124838,51.0,San Francisco,0
M,43729,38.0,Miami,0
F,5206,4.0,London,1
M,64836,30.0,Miami,1
F,24843,15.0,Miami,2
M,11215,0.0,San Francisco,1
F,6143,22.0,New York City,0
M,82797,32.0,New York City,1
F,50280,43.0,San Francisco,1
F,68666,21.0,Miami,0
F,166664,7.0,Miami,0
M,110908,60.0,London,0
M,113456,19.0,Tokyo,2
M,24430,28.0,Tokyo,2
F,98935,2.0,Miami,1
M,219249,35.0,New York City,0
M,141053,11.0,Miami,0
M,62379,27.0,Tokyo,0
F,181611,35.0,Miami,2
F,44080,32.0,London,1
M,94403,30.0,London,2
F,48139,19.0,Miami,0
M,70843,25.0,Tokyo,5
F,128050,17.0,New York City,0
F,171016,7.0,London,2
F,4802,20.0,Miami,1
F,40687,5.0,New York City,2
M,159053,42.0,New York City,0
F,39548,28.0,Tokyo,2
M,69785,14.0,London,2
F,12879,37.0,San Francisco,3
F,25508,22.0,New York City,0
F,146135,3.0,Tokyo,0
F,90661,49.0,Miami,1
M,146116,33.0,Miami,0
F,197212,5.0,New York City,2
F,92322,33.0,London,0
M,4112,8.0,New York City,0
M,49892,7.0,London,0
F,147177,6.0,New York City,0
F,48270,6.0,New York City,0
M,74452,2.0,Miami,1
M,139459,65.0,San Francisco,1
F,121975,16.0,New York City,1
F,68034,48.0,London,1
M,89904,19.0,Miami,0
F,136008,38.0,London,4
F,80002,3.0,Miami,0
F,223346,60.0,New York City,0
F,4256,3.0,Miami,0
M,53803,47.0,London,1
M,167379,51.0,New York City,5
M,85298,20.0,London,1
F,193686,15.0,London,0
M,20302,11.0,London,2
F,101999,16.0,Miami,1
M,66431,72.0,San Francisco,2
M,70011,2.0,San Francisco,1
M,7151,6.0,San Francisco,3
F,237556,1.0,New York City,2
M,83502,34.0,Tokyo,0
M,41676,3.0,Miami,1
M,84152,30.0,London,0
M,49577,10.0,Tokyo,3
M,33357,31.0,London,0
F,86172,35.0,San Francisco,1
F,126484,1.0,Tokyo,4
F,13979,31.0,San Francisco,1
M,51419,32.0,Miami,3
M,24499,32.0,London,2
F,18607,15.0,London,0
M,23021,13.0,Tokyo,0
M,21587,48.0,Miami,1
M,3078,33.0,Tokyo,2
M,25207,26.0,New York City,4
M,75350,11.0,London,4
F,112651,10.0,Tokyo,1
F,3262,49.0,London,0
F,28058,11.0,Miami,4
M,59073,52.0,Tokyo,1
M,20131,18.0,Tokyo,1
F,79250,56.0,Tokyo,2
M,178832,22.0,Tokyo,2
M,264791,14.0,New York City,0
F,169435,11.0,New York City,2
M,55466,63.0,San Francisco,4
F,2192,35.0,New York City,1
F,122615,29.0,Miami,2
F,155520,60.0,New York City,5
F,54352,30.0,London,0
F,15335,22.0,Tokyo,1
F,76297,5.0,New York City,0
M,18325,8.0,London,0
F,36763,29.0,New York City,2
F,47446,1.0,San Francisco,1
M,22153,20.0,New York City,1
F,43089,49.0,Tokyo,3
M,178175,18.0,Miami,0
F,24747,29.0,Miami,0
M,88817,70.0,Tokyo,3
M,125634,22.0,Tokyo,1
M,15572,3.0,Miami,0
M,45536,10.0,Miami,1
F,94286,81.0,New York City,0
F,19630,59.0,Miami,0
F,58373,41.0,Tokyo,1
M,3388,26.0,London,0
M,77935,35.0,San Francisco,2
M,154135,39.0,San Francisco,1
M,103790,29.0,Miami,0
F,174928,31.0,New York City,4
F,19800,8.0,New York City,5
F,31520,13.0,San Francisco,0
F,36583,20.0,San Francisco,2
F,61219,11.0,London,0
M,6053,6.0,San Francisco,1
M,18669,31.0,Tokyo,1
M,141755,33.0,London,0
F,26718,18.0,New York City,0
F,94232,26.0,Tokyo,1
M,57935,24.0,Tokyo,0
M,89500,10.0,London,5
F,5059,37.0,Miami,1
M,54428,57.0,Miami,1
M,91461,34.0,New York City,0
F,4813,22.0,San Francisco,0
F,105047,37.0,New York City,1
F,87254,4.0,Miami,1
M,181843,1.0,Miami,1
M,14205,16.0,Miami,2
M,186301,17.0,Tokyo,1
F,25763,18.0,San Francisco,0
F,56115,37.0,San Francisco,0
F,70155,13.0,London,2
M,58231,5.0,New York City,1
M,62566,18.0,New York City,4
M,17510,23.0,Miami,1
F,156773,13.0,New York City,0
M,282909,25.0,Miami,0
F,8254,39.0,San Francisco,4
F,9909,12.0,Miami,3
F,6975,7.0,Tokyo,1
F,138753,34.0,San Francisco,0
F,33734,73.0,San Francisco,1
M,102529,2.0,Miami,3
M,30492,6.0,Tokyo,1
M,133330,53.0,London,0
M,15073,6.0,Tokyo,1
F,56487,18.0,San Francisco,1
F,96111,17.0,Miami,1
M,136833,8.0,London,3
F,90181,7.0,San Francisco,0
F,56847,0.0,London,2
F,94188,26.0,San Francisco,0
M,17628,44.0,San Francisco,1
M,21460,23.0,Tokyo,2
M,40357,8.0,Tokyo,1
F,124315,13.0,London,2
F,26235,21.0,Miami,3
M,121818,65.0,Tokyo,0
M,142142,28.0,Miami,1
F,95454,45.0,London,0
M,13593,39.0,New York City,1
F,71972,33.0,Tokyo,2
F,193,8.0,Miami,2
M,52221,9.0,New York City,0
M,79664,7.0,New York City,1
F,28342,38.0,Miami,2
M,128851,14.0,San Francisco,1
M,41221,3.0,Tokyo,1
F,65269,9.0,London,0
M,78678,6.0,Miami,1
M,36251,7.0,San Francisco,1
M,131186,12.0,Tokyo,1
F,77197,34.0,Tokyo,0
M,48474,59.0,Miami,1
F,38966,3.0,London,1
M,145129,21.0,San Francisco,0
F,206592,64.0,Miami,0
M,107757,1.0,San Francisco,0
F,97807,7.0,San Francisco,4
M,1483,19.0,Tokyo,0
M,149723,1.0,London,1
F,98429,2.0,San Francisco,1
F,27464,0.0,Tokyo,2
F,39368,18.0,Miami,2
F,78894,55.0,Tokyo,1
M,56291,41.0,Tokyo,1
M,74639,48.0,London,0
M,52374,2.0,New York City,1
M,77518,50.0,London,0
M,122550,22.0,New York City,1
M,193385,71.0,Miami,2
M,152355,61.0,Miami,1
M,24684,8.0,Tokyo,2
M,51575,60.0,Tokyo,2
M,181435,11.0,Tokyo,3
M,35372,17.0,London,3
M,121323,6.0,New York City,0
F,54750,17.0,San Francisco,1
M,130343,27.0,London,2
M,148827,56.0,Miami,4
F,12043,20.0,Miami,0
M,74191,6.0,London,4
M,43974,36.0,New York City,0
M,119239,41.0,San Francisco,1
F,29019,9.0,San Francisco,1
M,184612,27.0,San Francisco,0
M,7913,8.0,New York City,1
M,134918,36.0,San Francisco,2
M,68817,12.0,Miami,1
M,23515,45.0,Tokyo,1
M,119600,22.0,San Francisco,0
M,173991,18.0,New York City,0
M,107098,4.0,London,1
F,96215,20.0,London,3
F,79312,19.0,Tokyo,0
M,17168,9.0,Tokyo,2
M,10289,46.0,Tokyo,2
F,299191,25.0,Miami,2
M,219824,34.0,New York City,0
F,191929,44.0,New York City,1
M,54900,19.0,Tokyo,1
F,29815,5.0,Miami,0
M,59594,50.0,London,0
M,22334,0.0,London,0
F,69124,30.0,New York City,1
F,110943,4.0,Miami,2
F,116011,7.0,New York City,1
M,13311,24.0,New York City,0
F,86275,50.0,London,3
F,75073,16.0,Tokyo,2
M,19482,21.0,Miami,0
M,12653,26.0,Tokyo,1
F,33140,51.0,New York City,2
F,216979,6.0,New York City,1
M,59740,1.0,San Francisco,0
M,73828,14.0,New York City,1
F,8001,14.0,San Francisco,2
F,104348,41.0,Tokyo,3
M,5151,47.0,Tokyo,4
M,43126,7.0,Tokyo,0
M,10595,9.0,San Francisco,2
M,17248,11.0,Miami,0
M,4460,32.0,San Francisco,1
F,16506,6.0,Miami,1
F,85002,0.0,London,0
M,63038,4.0,San Francisco,0
M,8417,28.0,San Francisco,2
F,12574,34.0,Tokyo,2
F,231358,37.0,London,2
F,26106,7.0,London,0
M,116043,64.0,London,2
F,67674,11.0,New York City,0
M,32346,24.0,London,0
F,225719,11.0,Miami,5
F,32833,43.0,Tokyo,0
F,55264,11.0,London,4
M,225448,10.0,Miami,0
M,140898,7.0,San Francisco,1
M,48954,17.0,San Francisco,0
F,67230,14.0,Tokyo,0
F,29355,12.0,London,0
M,136125,4.0,New York City,3
M,228811,12.0,San Francisco,0
M,13551,19.0,Tokyo,1
M,13186,1.0,New York City,3
F,18375,33.0,Tokyo,1
M,39446,11.0,San Francisco,0
F,40202,10.0,Tokyo,0
F,73791,30.0,New York City,0
F,67271,56.0,San Francisco,0
F,103573,18.0,Miami,1
F,89874,21.0,Tokyo,3
F,74302,29.0,Miami,2
F,128478,17.0,New York City,0
F,52915,27.0,Tokyo,0
F,163114,29.0,London,1
F,73477,28.0,Tokyo,0
M,143802,37.0,New York City,1
F,71370,7.0,Tokyo,0
F,2710,30.0,New York City,1
F,98874,41.0,Miami,1
F,145392,7.0,New York City,0
M,10347,2.0,London,1
M,27760,7.0,San Francisco,0
F,127883,17.0,San Francisco,3
M,87888,65.0,London,1
F,71328,12.0,Tokyo,0
M,32418,15.0,New York City,1
F,106183,12.0,London,0
M,109916,68.0,San Francisco,0
F,186187,31.0,Tokyo,1
M,99655,13.0,London,0
M,196741,72.0,Miami,2
M,104807,29.0,San Francisco,1
M,93957,67.0,New York City,0
M,85651,1.0,New York City,1
M,115704,2.0,Miami,0
F,14307,26.0,Tokyo,2
M,55852,5.0,New York City,0
M,152210,35.0,San Francisco,1
F,51706,20.0,San Francisco,0
M,140121,7.0,London,3
M,46924,7.0,Miami,4
F,56161,29.0,Miami,0
F,29363,9.0,New York City,1
M,78264,92.0,San Francisco,0
F,39211,35.0,New York City,1
M,64842,35.0,Tokyo,2
M,64489,69.0,London,1
M,3299,22.0,San Francisco,0
M,158365,12.0,Tokyo,0
M,90302,21.0,Tokyo,3
M,19179,22.0,San Francisco,1
F,62992,4.0,New York City,0
M,18767,46.0,Tokyo,3
F,32758,4.0,San Francisco,0
F,79452,4.0,New York City,5
F,135336,67.0,London,0
F,13590,6.0,Tokyo,0
F,59827,14.0,Miami,2
F,77058,5.0,London,0
F,4723,31.0,San Francisco,0
F,55707,28.0,Miami,3
F,137377,8.0,San Francisco,2
M,73221,36.0,Miami,0
M,73732,56.0,London,0
F,168086,13.0,New York City,0
F,28243,13.0,New York City,0
F,9850,3.0,New York City,3
F,124484,11.0,New York City,3
M,95525,35.0,Tokyo,1
F,74952,73.0,Tokyo,1
M,47649,25.0,Tokyo,2
M,57077,20.0,Tokyo,0
F,6881,25.0,New York City,1
F,42084,21.0,San Francisco,1
F,5952,4.0,New York City,0
M,90750,71.0,New York City,1
F,63961,2.0,Tokyo,1
M,33757,24.0,Miami,0
M,34688,25.0,New York City,1
M,29639,30.0,Miami,2
F,225155,8.0,San Francisco,2
M,135818,5.0,Miami,0
M,75425,6.0,London,1
F,68252,3.0,New York City,0
F,150205,17.0,London,1
F,84987,30.0,Tokyo,0
M,3020,89.0,New York City,0
F,26173,34.0,Tokyo,0
M,88858,14.0,Miami,3
M,19444,13.0,Miami,2
M,143009,10.0,Tokyo,0
F,212261,28.0,San Francisco,1
M,70228,12.0,San Francisco,0
M,64995,14.0,New York City,0
M,56144,4.0,New York City,2
F,110977,29.0,London,0
